rec_id,recommendation_label,recommendation_stage,recommendation_source_lines,recommendation_source_section,doc_ref_num,doc_short_name,doc_type,doc_year,doc_reference_raw_excerpt,pair_score,direct_ref_in_recommendation_unit,direct_alias_in_recommendation_text,recommendation_inline_citations,theme_overlap_terms,context_overlap_terms,support_types,doc_mention_snippet,doc_mention_ref_hit,doc_mention_aliases,recommendation_paper_excerpt,extraction_note,pair_reliability_label,pair_reliability_reason,reliability_weight,pairing_basis_summary
R006,Substitute high-impact non-biobased materials with lower-impact alternatives,materials,789-827,2) NON-BIOBASED MATERIALS AND SUBSTITUTION OF HIGH-IMPACT MATERIALS,31,RoHS Directive,Directive,2011,"[31] (2011). European Union, Directive 2011/65/EU of the European Parliament on the Restriction of the Use of Certain Hazardous Substances in Electrical and Electronic Equipment (ROHS). Accessed: Jan. 17, 2025. [Online]. Available: http://data.europa.eu/eli/dir/2011/65/2016-0715/eng",7.7,False,,"45,83,84,85,86,87,88",hazardou; substanc; toxicity,hazardou; substanc,theme_overlap; paper_doc_context_overlap; stage_prior,"ESPR also interfaces with other EU regulations, such as the Extended Producer Responsibility (EPR) environmental policy [30], the Restriction of Hazardous Substances (RoHS) Directive [31], the New Batteries and Waste Batteries Regulation [32], and the Waste Electrical and Electronic Equipment Directive (WEEE) [7].",True,RoHS; ROHS; Restriction of Hazardous Substances,"2) NON-BIOBASED MATERIALS AND SUBSTITUTION OF HIGH-IMPACT MATERIALS While biodegradable and biobased materials may offer environmental benefits, they cannot always meet the performance, availability, or cost requirements needed for certain electronic applications [83]. Non-biobased materials, therefore, remain essential for hybrid PEs, as well as complex electronics such as those found in Category 6 (Small IT Equipment), where advanced materials are required to ensure functionality and longevity. Non-biobased materials can still contribute to sustainability when they are low-carbon, free of cr",,medium,Indirect but strong linkage: thematic overlap plus supporting document context in the paper and/or lifecycle-policy prior.,0.75,theme overlap: hazardou; substanc; toxicity; paper context overlap: hazardou; substanc; lifecycle/policy prior match
R006,Substitute high-impact non-biobased materials with lower-impact alternatives,materials,789-827,2) NON-BIOBASED MATERIALS AND SUBSTITUTION OF HIGH-IMPACT MATERIALS,27,Chemicals Strategy for Sustainability,Commission communication,2020,"[27] (2020). European Union, Chemicals Strategy for Sustainability Towards a Toxic-Free Environment. Accessed: Jan. 17, 2025. [Online]. Available: https://eur-lex.europa.eu/legal-content/EN/TXT/?uri= CELEX%3A52020DC0667&qid=1746439390567",6.1,False,,"45,83,84,85,86,87,88",hazardou; substanc; toxicity,,theme_overlap; stage_prior,"Furthermore, the European Chemicals Strategy for Sustainability aims to further climate neutrality, a circular economy, and zero pollution for chemicals [27].",True,Chemicals Strategy for Sustainability,"2) NON-BIOBASED MATERIALS AND SUBSTITUTION OF HIGH-IMPACT MATERIALS While biodegradable and biobased materials may offer environmental benefits, they cannot always meet the performance, availability, or cost requirements needed for certain electronic applications [83]. Non-biobased materials, therefore, remain essential for hybrid PEs, as well as complex electronics such as those found in Category 6 (Small IT Equipment), where advanced materials are required to ensure functionality and longevity. Non-biobased materials can still contribute to sustainability when they are low-carbon, free of cr",,medium,Indirect but strong linkage: thematic overlap plus supporting document context in the paper and/or lifecycle-policy prior.,0.75,theme overlap: hazardou; substanc; toxicity; lifecycle/policy prior match
R006,Substitute high-impact non-biobased materials with lower-impact alternatives,materials,789-827,2) NON-BIOBASED MATERIALS AND SUBSTITUTION OF HIGH-IMPACT MATERIALS,8,ESPR (Ecodesign for Sustainable Products Regulation),Regulation,2024,"[8] (2024). European Union, Regulation (EU) 2024/1781 of the European Parliament and of the Council of 13 June 2024 Establishing a Framework for the Setting of Ecodesign Requirements for Sustainable Products, Amending Directive (EU) 2020/1828 and Regulation (EU) 2023/1542 and Repealing Directive 2009/125/EC. Accessed: Jan. 17, 2025. [Online]. Available: https://eur-lex.europa.eu/eli/reg/2024/1781/oj/eng",2.6,False,,"45,83,84,85,86,87,88",,hazardou; substanc,paper_doc_context_overlap; stage_prior,"the Waste from Electrical and Electronic Equipment Directive or Ecodesign for Sustainable Products Regulation), driving new research into greener electronics [7], [8], although, to date, a common or unified definition of what, exactly, it means for electronics to be more ‘‘green’’ does not clearly exist.",True,Ecodesign for Sustainable Products Regulation,"2) NON-BIOBASED MATERIALS AND SUBSTITUTION OF HIGH-IMPACT MATERIALS While biodegradable and biobased materials may offer environmental benefits, they cannot always meet the performance, availability, or cost requirements needed for certain electronic applications [83]. Non-biobased materials, therefore, remain essential for hybrid PEs, as well as complex electronics such as those found in Category 6 (Small IT Equipment), where advanced materials are required to ensure functionality and longevity. Non-biobased materials can still contribute to sustainability when they are low-carbon, free of cr",,very_low,Weak or generic linkage signal; high risk of false positive.,0.2,paper context overlap: hazardou; substanc; lifecycle/policy prior match
R006,Substitute high-impact non-biobased materials with lower-impact alternatives,materials,789-827,2) NON-BIOBASED MATERIALS AND SUBSTITUTION OF HIGH-IMPACT MATERIALS,7,WEEE Directive,Directive,2012,"[7] European Union, Directive 2012/19/EU of the European Parliament and of the Council on Waste Electrical and Electronic Equipment (WEEE). Accessed: Jan. 17, 2025. [Online]. Available: http://data.europa.eu/eli/dir/2012/19/2018-07-04/eng",2.4,False,,"45,83,84,85,86,87,88",,hazardou; high; substanc,paper_doc_context_overlap,"ESPR also interfaces with other EU regulations, such as the Extended Producer Responsibility (EPR) environmental policy [30], the Restriction of Hazardous Substances (RoHS) Directive [31], the New Batteries and Waste Batteries Regulation [32], and the Waste Electrical and Electronic Equipment Directive (WEEE) [7].",True,WEEE; Waste Electrical and Electronic Equipment Directive,"2) NON-BIOBASED MATERIALS AND SUBSTITUTION OF HIGH-IMPACT MATERIALS While biodegradable and biobased materials may offer environmental benefits, they cannot always meet the performance, availability, or cost requirements needed for certain electronic applications [83]. Non-biobased materials, therefore, remain essential for hybrid PEs, as well as complex electronics such as those found in Category 6 (Small IT Equipment), where advanced materials are required to ensure functionality and longevity. Non-biobased materials can still contribute to sustainability when they are low-carbon, free of cr",,very_low,Weak or generic linkage signal; high risk of false positive.,0.2,paper context overlap: hazardou; high; substanc
R007,"Consider feedstock abundance, availability, criticality, and sourcing geography",materials,828-859,"3) FEEDSTOCK ABUNDANCE, AVAILABILITY, AND LOCATIONS OF SOURCING",26,Critical Raw Materials Act,Regulation,2024,"[26] (2024). European Union, Regulation (EU) 2024/1252 of the European Parliament and of the Council of 11 April 2024 Establishing a Framework for Ensuring a Secure and Sustainable Supply of Critical Raw Materials and Amending Regulations (EU), no. 168/2013, (EU) 2018/858, (EU) 2018/1724 and (EU) 2019/1020. Accessed: May 5, 2025. [Online]. Available: http://data.europa.eu/eli/reg/2024/1252/oj/eng",9.7,False,,"89,90,91",availability; critical; criticality; raw; resource; supply,chain; critical; raw; supply,theme_overlap; paper_doc_context_overlap; stage_prior,"Beyond the sustainability aspects, the electronic industry is called to find innovative solutions to achieve two important economic objectives, insourcing of electronic supply chains after decades of outsourcing to Asia [25], and reducing reliance on critical raw materials [26].",True,,"3) FEEDSTOCK ABUNDANCE, AVAILABILITY, AND LOCATIONS OF SOURCING Beyond the biobased vs. non-biobased debate, the geographic availability and regional abundance of feedstocks can play a role in reducing the environmental impacts associated with electronics production. Sourcing materials locally or regionally not only supports resource sovereignty but can also lower emissions and energy use linked to transport and logistics. This is exemplified by a study by Berg and Lindholm, which found that long-distance transport of timber within the Swedish wood supply chain accounted for 54% of the total e",,medium,Indirect but strong linkage: thematic overlap plus supporting document context in the paper and/or lifecycle-policy prior.,0.75,theme overlap: availability; critical; criticality; raw; resource; supply; paper context overlap: chain; critical; raw; supply; lifecycle/policy prior match
R007,"Consider feedstock abundance, availability, criticality, and sourcing geography",materials,828-859,"3) FEEDSTOCK ABUNDANCE, AVAILABILITY, AND LOCATIONS OF SOURCING",33,Conflict Minerals Regulation,Regulation,2017,"[33] (2017). European Union, Regulation (EU) 2017/821 of the European Parliament and of the Council of 17 May 2017 Laying Down Supply Chain Due Diligence Obligations for Union Importers of Tin, Tantalum and Tungsten, Their Ores, and Gold Originating From Conflict-Affected and High-Risk Areas. Accessed: Jan. 17, 2025. [Online]. Available: http://data.europa.eu/eli/reg/2017/821/oj/eng",6.1,False,,"89,90,91",chain; sourc; supply,,theme_overlap; stage_prior,"Separately, the Conflict Minerals Regulation [33], effective from 2021, applies to the electronics industry by preventing the trade of tin, tantalum, tungsten, and gold (3TG) from financing armed conflict or being mined using forced labor.",True,"Conflict Minerals Regulation; 3TG; tin, tantalum, tungsten, and gold","3) FEEDSTOCK ABUNDANCE, AVAILABILITY, AND LOCATIONS OF SOURCING Beyond the biobased vs. non-biobased debate, the geographic availability and regional abundance of feedstocks can play a role in reducing the environmental impacts associated with electronics production. Sourcing materials locally or regionally not only supports resource sovereignty but can also lower emissions and energy use linked to transport and logistics. This is exemplified by a study by Berg and Lindholm, which found that long-distance transport of timber within the Swedish wood supply chain accounted for 54% of the total e",,medium,Indirect but strong linkage: thematic overlap plus supporting document context in the paper and/or lifecycle-policy prior.,0.75,theme overlap: chain; sourc; supply; lifecycle/policy prior match
R007,"Consider feedstock abundance, availability, criticality, and sourcing geography",materials,828-859,"3) FEEDSTOCK ABUNDANCE, AVAILABILITY, AND LOCATIONS OF SOURCING",25,EU Chips Act,Regulation,2023,"[25] (2023). European Union, Regulation (EU) 2023/1781 of the European Parliament and of the Council of 13 September 2023 Establishing a Framework of Measures for Strengthening Europe’s Semiconductor Ecosystem and Amending Regulation (EU) 2021/694 (Chips Act). Accessed: Feb. 4, 2025. [Online]. Available: http://data.europa.eu/eli/reg/2023/1781/oj/eng",5.8,False,,"89,90,91",chain; supply,chain; critical; raw; supply,theme_overlap; paper_doc_context_overlap; stage_prior,"Beyond the sustainability aspects, the electronic industry is called to find innovative solutions to achieve two important economic objectives, insourcing of electronic supply chains after decades of outsourcing to Asia [25], and reducing reliance on critical raw materials [26].",True,,"3) FEEDSTOCK ABUNDANCE, AVAILABILITY, AND LOCATIONS OF SOURCING Beyond the biobased vs. non-biobased debate, the geographic availability and regional abundance of feedstocks can play a role in reducing the environmental impacts associated with electronics production. Sourcing materials locally or regionally not only supports resource sovereignty but can also lower emissions and energy use linked to transport and logistics. This is exemplified by a study by Berg and Lindholm, which found that long-distance transport of timber within the Swedish wood supply chain accounted for 54% of the total e",,medium,Indirect but strong linkage: thematic overlap plus supporting document context in the paper and/or lifecycle-policy prior.,0.75,theme overlap: chain; supply; paper context overlap: chain; critical; raw; supply; lifecycle/policy prior match
R007,"Consider feedstock abundance, availability, criticality, and sourcing geography",materials,828-859,"3) FEEDSTOCK ABUNDANCE, AVAILABILITY, AND LOCATIONS OF SOURCING",38,CSDDD,Directive,2024,"[38] (2024). European Union, Directive (EU) 2024/1760 of the European Parliament and of the Council of 13 June 2024 on Corporate Sustainability Due Diligence and Amending Directive (EU) 2019/1937 and Regulation (EU) 2023/2859. Accessed: May 5, 2025. [Online]. Available: https://eurlex.europa.eu/eli/dir/2024/1760/oj/eng",5.7,False,,"89,90,91",chain; supply,chain,theme_overlap; paper_doc_context_overlap; stage_prior,"Additionally, the Directive on Corporate Sustainability Due Diligence (CSDDD) mandates large companies to identify, prevent, mitigate, and account for human rights and environmental impacts throughout their value chains [38].",True,CSDDD; Corporate Sustainability Due Diligence,"3) FEEDSTOCK ABUNDANCE, AVAILABILITY, AND LOCATIONS OF SOURCING Beyond the biobased vs. non-biobased debate, the geographic availability and regional abundance of feedstocks can play a role in reducing the environmental impacts associated with electronics production. Sourcing materials locally or regionally not only supports resource sovereignty but can also lower emissions and energy use linked to transport and logistics. This is exemplified by a study by Berg and Lindholm, which found that long-distance transport of timber within the Swedish wood supply chain accounted for 54% of the total e",,medium,Indirect but strong linkage: thematic overlap plus supporting document context in the paper and/or lifecycle-policy prior.,0.75,theme overlap: chain; supply; paper context overlap: chain; lifecycle/policy prior match
R007,"Consider feedstock abundance, availability, criticality, and sourcing geography",materials,828-859,"3) FEEDSTOCK ABUNDANCE, AVAILABILITY, AND LOCATIONS OF SOURCING",34,SSbD Framework Recommendation,Commission recommendation,2022,"[34] (2022). European Union, Commission Recommendation (EU) 2022/2510 of 8 December 2022 Establishing a European Assessment Framework for ’Safe and Sustainable by Design’ Chemicals and Materials. Accessed: May 5, 2025. [Online]. Available: https://eur-lex.europa.eu/legalcontent/EN/TXT/?uri=CELEX%3A32022H2510&qid=1746439522087",4.1,False,,"89,90,91",,availability; resource,paper_doc_context_overlap; stage_prior,"To guide ecodesign of materials and chemicals, the Joint Research Centre (JRC) of the European Commission proposed the safe and sustainable by design (SSbD) framework [34].",True,SSbD; safe and sustainable by design,"3) FEEDSTOCK ABUNDANCE, AVAILABILITY, AND LOCATIONS OF SOURCING Beyond the biobased vs. non-biobased debate, the geographic availability and regional abundance of feedstocks can play a role in reducing the environmental impacts associated with electronics production. Sourcing materials locally or regionally not only supports resource sovereignty but can also lower emissions and energy use linked to transport and logistics. This is exemplified by a study by Berg and Lindholm, which found that long-distance transport of timber within the Swedish wood supply chain accounted for 54% of the total e",,low,Indirect thematic/policy linkage inferred from the paper; useful for pseudo-gold expansion but requires manual validation.,0.45,paper context overlap: availability; resource; lifecycle/policy prior match
R008,Use resource- and energy-efficient manufacturing processes,production,865-1006,1) RESOURCE- AND ENERGY-EFFICIENT MANUFACTURING PROCESSES,7,WEEE Directive,Directive,2012,"[7] European Union, Directive 2012/19/EU of the European Parliament and of the Council on Waste Electrical and Electronic Equipment (WEEE). Accessed: Jan. 17, 2025. [Online]. Available: http://data.europa.eu/eli/dir/2012/19/2018-07-04/eng",10.6,False,WEEE,"39,45,75,92,93,94,95,96,97,98,99,100,101,102,103,104,105",waste,efficiency; energy; proces; resource; waste,direct_alias_in_rec_text; theme_overlap; paper_doc_context_overlap,"ESPR also interfaces with other EU regulations, such as the Extended Producer Responsibility (EPR) environmental policy [30], the Restriction of Hazardous Substances (RoHS) Directive [31], the New Batteries and Waste Batteries Regulation [32], and the Waste Electrical and Electronic Equipment Directive (WEEE) [7].",True,WEEE; Waste Electrical and Electronic Equipment Directive,"1) RESOURCE- AND ENERGY-EFFICIENT MANUFACTURING PROCESSES Reducing the environmental impact of electronics manufacturing requires resource-efficient processes that minimize raw material use, water consumption, energy demand, and waste. Approaches like dematerialization and process optimization are relevant across all WEEE categories but are especially relevant for energy- and material-intensive electronic products such as large equipment (Category 4) and IT equipment (Category 6). Additive manufacturing methods such as inkjet printing, screen printing, or semi-additive lithography can reduce m",,high,Direct evidence in recommendation unit (explicit citation and/or explicit document alias mention).,1.0,document alias mentioned in recommendation text (WEEE); theme overlap: waste; paper context overlap: efficiency; energy; proces; resource; waste
R008,Use resource- and energy-efficient manufacturing processes,production,865-1006,1) RESOURCE- AND ENERGY-EFFICIENT MANUFACTURING PROCESSES,21,European Green Deal (EP Resolution),Parliament resolution,2020,"[21] (2020). European Union, European Parliament Resolution of 15 January 2020 on the European Green Deal (2019/2956(RSP). Accessed: May 5, 2025. [Online]. Available: https://eur-lex.europa.eu/legalcontent/EN/TXT/?uri=CELEX%3A52020IP0005&qid=1746438016148",5.4,False,,"39,45,75,92,93,94,95,96,97,98,99,100,101,102,103,104,105",energy; renewable,,theme_overlap; stage_prior,"SNAPSHOT OF EU SUSTAINABILITY GUIDELINES & REGULATIONS FOR ELECTRONICS With the approval of the EU Green Deal, the EU aims for climate neutrality by 2050 and a 55% emissions reduction by 2030 [21].",True,Green Deal,"1) RESOURCE- AND ENERGY-EFFICIENT MANUFACTURING PROCESSES Reducing the environmental impact of electronics manufacturing requires resource-efficient processes that minimize raw material use, water consumption, energy demand, and waste. Approaches like dematerialization and process optimization are relevant across all WEEE categories but are especially relevant for energy- and material-intensive electronic products such as large equipment (Category 4) and IT equipment (Category 6). Additive manufacturing methods such as inkjet printing, screen printing, or semi-additive lithography can reduce m",,low,Indirect thematic/policy linkage inferred from the paper; useful for pseudo-gold expansion but requires manual validation.,0.45,theme overlap: energy; renewable; lifecycle/policy prior match
R008,Use resource- and energy-efficient manufacturing processes,production,865-1006,1) RESOURCE- AND ENERGY-EFFICIENT MANUFACTURING PROCESSES,28,Ecodesign Directive,Directive,2009,"[28] (2009). European Union, Directive 2009/125/EC of the European Parliament and of the Council of 21 October 2009 Establishing a Framework for the Setting of Ecodesign Requirements for EnergyRelated Products. Accessed: Jan. 17, 2025. [Online]. Available: http://data.europa.eu/eli/dir/2009/125/oj/eng",4.8,False,,"39,45,75,92,93,94,95,96,97,98,99,100,101,102,103,104,105",efficiency; energy,efficiency; energy; resource; waste,theme_overlap; paper_doc_context_overlap,"To address this, the EU’s Ecodesign Directive urges electronics manufacturers to prioritize three key areas during product design: i) reducing energy consumption during production and use, ii) enhancing resource efficiency, and iii) optimizing product lifespans through improved reliability and circularity features such as remanufacturing, reuse, and repair [28].",True,Ecodesign Directive,"1) RESOURCE- AND ENERGY-EFFICIENT MANUFACTURING PROCESSES Reducing the environmental impact of electronics manufacturing requires resource-efficient processes that minimize raw material use, water consumption, energy demand, and waste. Approaches like dematerialization and process optimization are relevant across all WEEE categories but are especially relevant for energy- and material-intensive electronic products such as large equipment (Category 4) and IT equipment (Category 6). Additive manufacturing methods such as inkjet printing, screen printing, or semi-additive lithography can reduce m",,low,Indirect thematic/policy linkage inferred from the paper; useful for pseudo-gold expansion but requires manual validation.,0.45,theme overlap: efficiency; energy; paper context overlap: efficiency; energy; resource; waste
R008,Use resource- and energy-efficient manufacturing processes,production,865-1006,1) RESOURCE- AND ENERGY-EFFICIENT MANUFACTURING PROCESSES,25,EU Chips Act,Regulation,2023,"[25] (2023). European Union, Regulation (EU) 2023/1781 of the European Parliament and of the Council of 13 September 2023 Establishing a Framework of Measures for Strengthening Europe’s Semiconductor Ecosystem and Amending Regulation (EU) 2021/694 (Chips Act). Accessed: Feb. 4, 2025. [Online]. Available: http://data.europa.eu/eli/reg/2023/1781/oj/eng",3.2,False,,"39,45,75,92,93,94,95,96,97,98,99,100,101,102,103,104,105",manufactur,,theme_overlap; stage_prior,"Beyond the sustainability aspects, the electronic industry is called to find innovative solutions to achieve two important economic objectives, insourcing of electronic supply chains after decades of outsourcing to Asia [25], and reducing reliance on critical raw materials [26].",True,,"1) RESOURCE- AND ENERGY-EFFICIENT MANUFACTURING PROCESSES Reducing the environmental impact of electronics manufacturing requires resource-efficient processes that minimize raw material use, water consumption, energy demand, and waste. Approaches like dematerialization and process optimization are relevant across all WEEE categories but are especially relevant for energy- and material-intensive electronic products such as large equipment (Category 4) and IT equipment (Category 6). Additive manufacturing methods such as inkjet printing, screen printing, or semi-additive lithography can reduce m",,very_low,Weak or generic linkage signal; high risk of false positive.,0.2,theme overlap: manufactur; lifecycle/policy prior match
R009,Minimize toxic and hazardous process materials in production,production,1009-1046,2) MINIMIZE TOXIC AND HAZARDOUS PROCESS MATERIALS,31,RoHS Directive,Directive,2011,"[31] (2011). European Union, Directive 2011/65/EU of the European Parliament on the Restriction of the Use of Certain Hazardous Substances in Electrical and Electronic Equipment (ROHS). Accessed: Jan. 17, 2025. [Online]. Available: http://data.europa.eu/eli/dir/2011/65/2016-0715/eng",23.5,True,ROHS; RoHS,"31,45",hazardou; substanc; toxicity,hazardou; minimize; proces; substanc; toxic,direct_ref_in_rec_unit; direct_alias_in_rec_text; theme_overlap; paper_doc_context_overlap; stage_prior,"3) LOCATIONS OF PRODUCTION 2) MINIMIZE TOXIC AND HAZARDOUS PROCESS MATERIALS Reinforced by RoHS [31], reducing the use of toxic and hazardous materials in electronics manufacturing is also important for greener production processes [45].",True,RoHS; ROHS,"2) MINIMIZE TOXIC AND HAZARDOUS PROCESS MATERIALS Reinforced by RoHS [31], reducing the use of toxic and hazardous materials in electronics manufacturing is also important for greener production processes [45]. This effort is particularly relevant to Categories 1 (Temperature Exchange Equipment), 2 (Screens and Monitors), and 6 (Small IT Equipment), which often rely on flame retardants, rare metals, or complex manufacturing processes involving solvents and acids. When selecting production locations for greener electronics, it can be valuable to consider factors that minimize environmental impa",Manually split from interleaved two-column extraction block.,high,Direct evidence in recommendation unit (explicit citation and/or explicit document alias mention).,1.0,direct reference [31] appears in recommendation unit; document alias mentioned in recommendation text (ROHS; RoHS); theme overlap: hazardou; substanc; toxicity; paper context overlap: hazardou; minimize; proces; substanc; toxic; lifecycle/policy prior match
R009,Minimize toxic and hazardous process materials in production,production,1009-1046,2) MINIMIZE TOXIC AND HAZARDOUS PROCESS MATERIALS,27,Chemicals Strategy for Sustainability,Commission communication,2020,"[27] (2020). European Union, Chemicals Strategy for Sustainability Towards a Toxic-Free Environment. Accessed: Jan. 17, 2025. [Online]. Available: https://eur-lex.europa.eu/legal-content/EN/TXT/?uri= CELEX%3A52020DC0667&qid=1746439390567",8.1,False,,"31,45",chemical; hazardou; substanc; toxic; toxicity,chemical,theme_overlap; paper_doc_context_overlap; stage_prior,"Furthermore, the European Chemicals Strategy for Sustainability aims to further climate neutrality, a circular economy, and zero pollution for chemicals [27].",True,Chemicals Strategy for Sustainability,"2) MINIMIZE TOXIC AND HAZARDOUS PROCESS MATERIALS Reinforced by RoHS [31], reducing the use of toxic and hazardous materials in electronics manufacturing is also important for greener production processes [45]. This effort is particularly relevant to Categories 1 (Temperature Exchange Equipment), 2 (Screens and Monitors), and 6 (Small IT Equipment), which often rely on flame retardants, rare metals, or complex manufacturing processes involving solvents and acids. When selecting production locations for greener electronics, it can be valuable to consider factors that minimize environmental impa",Manually split from interleaved two-column extraction block.,medium,Indirect but strong linkage: thematic overlap plus supporting document context in the paper and/or lifecycle-policy prior.,0.75,theme overlap: chemical; hazardou; substanc; toxic; toxicity; paper context overlap: chemical; lifecycle/policy prior match
R009,Minimize toxic and hazardous process materials in production,production,1009-1046,2) MINIMIZE TOXIC AND HAZARDOUS PROCESS MATERIALS,34,SSbD Framework Recommendation,Commission recommendation,2022,"[34] (2022). European Union, Commission Recommendation (EU) 2022/2510 of 8 December 2022 Establishing a European Assessment Framework for ’Safe and Sustainable by Design’ Chemicals and Materials. Accessed: May 5, 2025. [Online]. Available: https://eur-lex.europa.eu/legalcontent/EN/TXT/?uri=CELEX%3A32022H2510&qid=1746439522087",4.5,False,,"31,45",chemical,chemical,theme_overlap; paper_doc_context_overlap; stage_prior,"To guide ecodesign of materials and chemicals, the Joint Research Centre (JRC) of the European Commission proposed the safe and sustainable by design (SSbD) framework [34].",True,SSbD; safe and sustainable by design,"2) MINIMIZE TOXIC AND HAZARDOUS PROCESS MATERIALS Reinforced by RoHS [31], reducing the use of toxic and hazardous materials in electronics manufacturing is also important for greener production processes [45]. This effort is particularly relevant to Categories 1 (Temperature Exchange Equipment), 2 (Screens and Monitors), and 6 (Small IT Equipment), which often rely on flame retardants, rare metals, or complex manufacturing processes involving solvents and acids. When selecting production locations for greener electronics, it can be valuable to consider factors that minimize environmental impa",Manually split from interleaved two-column extraction block.,low,Indirect thematic/policy linkage inferred from the paper; useful for pseudo-gold expansion but requires manual validation.,0.45,theme overlap: chemical; paper context overlap: chemical; lifecycle/policy prior match
R009,Minimize toxic and hazardous process materials in production,production,1009-1046,2) MINIMIZE TOXIC AND HAZARDOUS PROCESS MATERIALS,8,ESPR (Ecodesign for Sustainable Products Regulation),Regulation,2024,"[8] (2024). European Union, Regulation (EU) 2024/1781 of the European Parliament and of the Council of 13 June 2024 Establishing a Framework for the Setting of Ecodesign Requirements for Sustainable Products, Amending Directive (EU) 2020/1828 and Regulation (EU) 2023/1542 and Repealing Directive 2009/125/EC. Accessed: Jan. 17, 2025. [Online]. Available: https://eur-lex.europa.eu/eli/reg/2024/1781/oj/eng",3.4,False,,"31,45",,hazardou; proces; substanc,paper_doc_context_overlap; stage_prior,"the Waste from Electrical and Electronic Equipment Directive or Ecodesign for Sustainable Products Regulation), driving new research into greener electronics [7], [8], although, to date, a common or unified definition of what, exactly, it means for electronics to be more ‘‘green’’ does not clearly exist.",True,Ecodesign for Sustainable Products Regulation,"2) MINIMIZE TOXIC AND HAZARDOUS PROCESS MATERIALS Reinforced by RoHS [31], reducing the use of toxic and hazardous materials in electronics manufacturing is also important for greener production processes [45]. This effort is particularly relevant to Categories 1 (Temperature Exchange Equipment), 2 (Screens and Monitors), and 6 (Small IT Equipment), which often rely on flame retardants, rare metals, or complex manufacturing processes involving solvents and acids. When selecting production locations for greener electronics, it can be valuable to consider factors that minimize environmental impa",Manually split from interleaved two-column extraction block.,very_low,Weak or generic linkage signal; high risk of false positive.,0.2,paper context overlap: hazardou; proces; substanc; lifecycle/policy prior match
R010,Choose production locations to reduce logistics emissions and use cleaner grids,production,1007-1046,3) LOCATIONS OF PRODUCTION,21,European Green Deal (EP Resolution),Parliament resolution,2020,"[21] (2020). European Union, European Parliament Resolution of 15 January 2020 on the European Green Deal (2019/2956(RSP). Accessed: May 5, 2025. [Online]. Available: https://eur-lex.europa.eu/legalcontent/EN/TXT/?uri=CELEX%3A52020IP0005&qid=1746438016148",7.4,False,,"106,107,108",decarbonisation; emission; renewable,emission,theme_overlap; paper_doc_context_overlap; stage_prior,"SNAPSHOT OF EU SUSTAINABILITY GUIDELINES & REGULATIONS FOR ELECTRONICS With the approval of the EU Green Deal, the EU aims for climate neutrality by 2050 and a 55% emissions reduction by 2030 [21].",True,Green Deal,3) LOCATIONS OF PRODUCTION ,Manually split from interleaved two-column extraction block.,medium,Indirect but strong linkage: thematic overlap plus supporting document context in the paper and/or lifecycle-policy prior.,0.75,theme overlap: decarbonisation; emission; renewable; paper context overlap: emission; lifecycle/policy prior match
R010,Choose production locations to reduce logistics emissions and use cleaner grids,production,1007-1046,3) LOCATIONS OF PRODUCTION,24,Clean Industrial Deal,Commission communication,2025,"[24] (2025). European Union, The Clean Industrial Deal: A Joint Roadmap for Competitiveness and Decarbonisation. Accessed: Jan. 17, 2025. [Online]. Available: https://eur-lex.europa.eu/legalcontent/EN/TXT/?uri=CELEX%3A52025DC0085&qid= 1746438708611",4.2,False,,"106,107,108",decarbonisation,,theme_overlap; stage_prior,"Complementing this, the European Industrial Strategy and newly-launched Clean Industrial Deal aim to strengthen Europe’s industrial base while driving sustainability and innovation [23], [24].",True,Clean Industrial Deal,3) LOCATIONS OF PRODUCTION ,Manually split from interleaved two-column extraction block.,low,Indirect thematic/policy linkage inferred from the paper; useful for pseudo-gold expansion but requires manual validation.,0.45,theme overlap: decarbonisation; lifecycle/policy prior match
R010,Choose production locations to reduce logistics emissions and use cleaner grids,production,1007-1046,3) LOCATIONS OF PRODUCTION,37,EU Taxonomy for Sustainable Activities,Regulation,2020,"[37] (2020). Regulation (EU) 2020/852 of the European Parliament and of the Council of 18 June 2020 on the Establishment of a Framework to Facilitate Sustainable Investment, and Amending Regulation (EU) 2019/2088. Accessed: May 5, 2025. [Online]. Available: http://data.europa.eu/eli/reg/2020/852/oj/eng",2.0,False,,"106,107,108",emission,emission,theme_overlap; paper_doc_context_overlap,"In a complementary direction, the EU Taxonomy for Sustainable Activities is a science-based classification system that identifies environmentally sustainable economic activities [37].",True,EU Taxonomy; Taxonomy for Sustainable Activities,3) LOCATIONS OF PRODUCTION ,Manually split from interleaved two-column extraction block.,very_low,Weak or generic linkage signal; high risk of false positive.,0.2,theme overlap: emission; paper context overlap: emission
