rec_id,recommendation_label,recommendation_stage,recommendation_source_lines,recommendation_source_section,doc_ref_num,doc_short_name,doc_type,doc_year,doc_reference_raw_excerpt,pair_score,direct_ref_in_recommendation_unit,direct_alias_in_recommendation_text,recommendation_inline_citations,theme_overlap_terms,context_overlap_terms,support_types,doc_mention_snippet,doc_mention_ref_hit,doc_mention_aliases,recommendation_paper_excerpt,extraction_note,pair_reliability_label,pair_reliability_reason,reliability_weight,pairing_basis_summary
R001,Tailor best practices by electronics category and component type,cross-lifecycle,425-449,A. DEFINING CATEGORIES AND COMPONENTS OF ELECTRONICS,30,Waste Framework Directive / EPR context,Directive,2008,"[30] (2018). European Union, Directive 2008/98/EC of the European Parliament and of the Council of 19 November 2008 on Waste and Repealing Certain Directives. Accessed: May 5, 2025. [Online]. Available: http://data.europa.eu/eli/dir/2008/98/2018-07-05/eng",-2.0,False,,7,,,,"ESPR also interfaces with other EU regulations, such as the Extended Producer Responsibility (EPR) environmental policy [30], the Restriction of Hazardous Substances (RoHS) Directive [31], the New Batteries and Waste Batteries Regulation [32], and the Waste Electrical and Electronic Equipment Directive (WEEE) [7].",True,EPR; Extended Producer Responsibility,"A. DEFINING CATEGORIES AND COMPONENTS OF ELECTRONICS Recommendations that are appropriate for one category of electronics may be less applicable to another, as the intended application of an electronic device significantly influences its design process, material selection, and anticipated EoL considerations (e.g. a recycling EoL may be more realistic for certain electronics, see Table 4). To address this variability, subcategories of electronics are defined in alignment with the WEEE Directive (Table 4) [7]. These subcategories will serve as a framework for tailoring the guidance in this secti",Section-level recommendation on tailoring practices by electronics category/components (WEEE categories context).,very_low,Weak or generic linkage signal; high risk of false positive.,0.2,weak heuristic association only
R001,Tailor best practices by electronics category and component type,cross-lifecycle,425-449,A. DEFINING CATEGORIES AND COMPONENTS OF ELECTRONICS,31,RoHS Directive,Directive,2011,"[31] (2011). European Union, Directive 2011/65/EU of the European Parliament on the Restriction of the Use of Certain Hazardous Substances in Electrical and Electronic Equipment (ROHS). Accessed: Jan. 17, 2025. [Online]. Available: http://data.europa.eu/eli/dir/2011/65/2016-0715/eng",-2.0,False,,7,,,,"ESPR also interfaces with other EU regulations, such as the Extended Producer Responsibility (EPR) environmental policy [30], the Restriction of Hazardous Substances (RoHS) Directive [31], the New Batteries and Waste Batteries Regulation [32], and the Waste Electrical and Electronic Equipment Directive (WEEE) [7].",True,RoHS; ROHS; Restriction of Hazardous Substances,"A. DEFINING CATEGORIES AND COMPONENTS OF ELECTRONICS Recommendations that are appropriate for one category of electronics may be less applicable to another, as the intended application of an electronic device significantly influences its design process, material selection, and anticipated EoL considerations (e.g. a recycling EoL may be more realistic for certain electronics, see Table 4). To address this variability, subcategories of electronics are defined in alignment with the WEEE Directive (Table 4) [7]. These subcategories will serve as a framework for tailoring the guidance in this secti",Section-level recommendation on tailoring practices by electronics category/components (WEEE categories context).,very_low,Weak or generic linkage signal; high risk of false positive.,0.2,weak heuristic association only
R001,Tailor best practices by electronics category and component type,cross-lifecycle,425-449,A. DEFINING CATEGORIES AND COMPONENTS OF ELECTRONICS,32,Battery Regulation,Regulation,2023,"[32] (2023). European Union, Regulation (EU) 2023/1542 of the European Parliament and of the Council of 12 July 2023 Concerning Batteries and Waste Batteries, Amending Directive 2008/98/EC and Regulation (EU) 2019/1020 and Repealing Directive 2006/66/EC. Accessed: Jan. 17, 2025. [Online]. Available: https://eurlex.europa.eu/eli/reg/2023/1542/oj/eng",-2.0,False,,7,,,,"ESPR also interfaces with other EU regulations, such as the Extended Producer Responsibility (EPR) environmental policy [30], the Restriction of Hazardous Substances (RoHS) Directive [31], the New Batteries and Waste Batteries Regulation [32], and the Waste Electrical and Electronic Equipment Directive (WEEE) [7].",True,Batteries Regulation; waste batteries,"A. DEFINING CATEGORIES AND COMPONENTS OF ELECTRONICS Recommendations that are appropriate for one category of electronics may be less applicable to another, as the intended application of an electronic device significantly influences its design process, material selection, and anticipated EoL considerations (e.g. a recycling EoL may be more realistic for certain electronics, see Table 4). To address this variability, subcategories of electronics are defined in alignment with the WEEE Directive (Table 4) [7]. These subcategories will serve as a framework for tailoring the guidance in this secti",Section-level recommendation on tailoring practices by electronics category/components (WEEE categories context).,very_low,Weak or generic linkage signal; high risk of false positive.,0.2,weak heuristic association only
R001,Tailor best practices by electronics category and component type,cross-lifecycle,425-449,A. DEFINING CATEGORIES AND COMPONENTS OF ELECTRONICS,33,Conflict Minerals Regulation,Regulation,2017,"[33] (2017). European Union, Regulation (EU) 2017/821 of the European Parliament and of the Council of 17 May 2017 Laying Down Supply Chain Due Diligence Obligations for Union Importers of Tin, Tantalum and Tungsten, Their Ores, and Gold Originating From Conflict-Affected and High-Risk Areas. Accessed: Jan. 17, 2025. [Online]. Available: http://data.europa.eu/eli/reg/2017/821/oj/eng",-2.0,False,,7,,,,"Separately, the Conflict Minerals Regulation [33], effective from 2021, applies to the electronics industry by preventing the trade of tin, tantalum, tungsten, and gold (3TG) from financing armed conflict or being mined using forced labor.",True,"Conflict Minerals Regulation; 3TG; tin, tantalum, tungsten, and gold","A. DEFINING CATEGORIES AND COMPONENTS OF ELECTRONICS Recommendations that are appropriate for one category of electronics may be less applicable to another, as the intended application of an electronic device significantly influences its design process, material selection, and anticipated EoL considerations (e.g. a recycling EoL may be more realistic for certain electronics, see Table 4). To address this variability, subcategories of electronics are defined in alignment with the WEEE Directive (Table 4) [7]. These subcategories will serve as a framework for tailoring the guidance in this secti",Section-level recommendation on tailoring practices by electronics category/components (WEEE categories context).,very_low,Weak or generic linkage signal; high risk of false positive.,0.2,weak heuristic association only
R001,Tailor best practices by electronics category and component type,cross-lifecycle,425-449,A. DEFINING CATEGORIES AND COMPONENTS OF ELECTRONICS,35,SRIP for Safe and Sustainable Chemicals and Materials,EU strategy/plan,2022,"[35] (2022). European Union, Strategic Research and Innovation Plan for Safe and Sustainable Chemicals and Materials. Accessed: Jan. 17, 2025. [Online]. Available: https://data.europa.eu/doi/10.2777/876851",-2.0,False,,7,,,,"The SSbD framework supports investment and innovation in sustainable chemicals, integrating with the EU’s research and innovation agenda and Strategic Research and Innovation Plan (SRIP) for chemicals and materials [35].",True,Strategic Research and Innovation Plan; SRIP,"A. DEFINING CATEGORIES AND COMPONENTS OF ELECTRONICS Recommendations that are appropriate for one category of electronics may be less applicable to another, as the intended application of an electronic device significantly influences its design process, material selection, and anticipated EoL considerations (e.g. a recycling EoL may be more realistic for certain electronics, see Table 4). To address this variability, subcategories of electronics are defined in alignment with the WEEE Directive (Table 4) [7]. These subcategories will serve as a framework for tailoring the guidance in this secti",Section-level recommendation on tailoring practices by electronics category/components (WEEE categories context).,very_low,Weak or generic linkage signal; high risk of false positive.,0.2,weak heuristic association only
R001,Tailor best practices by electronics category and component type,cross-lifecycle,425-449,A. DEFINING CATEGORIES AND COMPONENTS OF ELECTRONICS,36,CSRD,Directive,2022,"[36] (2022). European Union, Directive (EU) 2022/2464 of the European Parliament and of the Council of 14 December 2022 Amending Regulation (EU), no. 537/2014, Directive 2004/109/EC, Directive 2006/43/EC and Directive 2013/34/EU, as Regards Corporate Sustainability Reporting. Accessed: May 5, 2025. [Online]. Available: http://data.europa.eu/eli/dir/2022/2464/oj/eng VOLUME 13, 2025",-2.0,False,,7,,,,Other important EU initiatives include the Corporate Sustainability Reporting Directive (CSRD) which modernizes and strengthens the rules for social and environmental reporting by companies [36].,True,CSRD; Corporate Sustainability Reporting Directive,"A. DEFINING CATEGORIES AND COMPONENTS OF ELECTRONICS Recommendations that are appropriate for one category of electronics may be less applicable to another, as the intended application of an electronic device significantly influences its design process, material selection, and anticipated EoL considerations (e.g. a recycling EoL may be more realistic for certain electronics, see Table 4). To address this variability, subcategories of electronics are defined in alignment with the WEEE Directive (Table 4) [7]. These subcategories will serve as a framework for tailoring the guidance in this secti",Section-level recommendation on tailoring practices by electronics category/components (WEEE categories context).,very_low,Weak or generic linkage signal; high risk of false positive.,0.2,weak heuristic association only
R001,Tailor best practices by electronics category and component type,cross-lifecycle,425-449,A. DEFINING CATEGORIES AND COMPONENTS OF ELECTRONICS,38,CSDDD,Directive,2024,"[38] (2024). European Union, Directive (EU) 2024/1760 of the European Parliament and of the Council of 13 June 2024 on Corporate Sustainability Due Diligence and Amending Directive (EU) 2019/1937 and Regulation (EU) 2023/2859. Accessed: May 5, 2025. [Online]. Available: https://eurlex.europa.eu/eli/dir/2024/1760/oj/eng",-2.0,False,,7,,,,"Additionally, the Directive on Corporate Sustainability Due Diligence (CSDDD) mandates large companies to identify, prevent, mitigate, and account for human rights and environmental impacts throughout their value chains [38].",True,CSDDD; Corporate Sustainability Due Diligence,"A. DEFINING CATEGORIES AND COMPONENTS OF ELECTRONICS Recommendations that are appropriate for one category of electronics may be less applicable to another, as the intended application of an electronic device significantly influences its design process, material selection, and anticipated EoL considerations (e.g. a recycling EoL may be more realistic for certain electronics, see Table 4). To address this variability, subcategories of electronics are defined in alignment with the WEEE Directive (Table 4) [7]. These subcategories will serve as a framework for tailoring the guidance in this secti",Section-level recommendation on tailoring practices by electronics category/components (WEEE categories context).,very_low,Weak or generic linkage signal; high risk of false positive.,0.2,weak heuristic association only
R001,Tailor best practices by electronics category and component type,cross-lifecycle,425-449,A. DEFINING CATEGORIES AND COMPONENTS OF ELECTRONICS,23,New Industrial Strategy for Europe,Parliament resolution,2020,"[23] (2020). European Union, European Parliament Resolution of 25 November 2020 on a New Industrial Strategy for Europe (2020/2076(INI)). Accessed: Jan. 17, 2025. [Online]. Available: https://eur-lex.europa.eu/ legal-content/EN/TXT/?uri=CELEX%3A52020IP0321&qid= 1746438592305",-3.0,False,,7,,,,"Complementing this, the European Industrial Strategy and newly-launched Clean Industrial Deal aim to strengthen Europe’s industrial base while driving sustainability and innovation [23], [24].",True,European Industrial Strategy,"A. DEFINING CATEGORIES AND COMPONENTS OF ELECTRONICS Recommendations that are appropriate for one category of electronics may be less applicable to another, as the intended application of an electronic device significantly influences its design process, material selection, and anticipated EoL considerations (e.g. a recycling EoL may be more realistic for certain electronics, see Table 4). To address this variability, subcategories of electronics are defined in alignment with the WEEE Directive (Table 4) [7]. These subcategories will serve as a framework for tailoring the guidance in this secti",Section-level recommendation on tailoring practices by electronics category/components (WEEE categories context).,very_low,Weak or generic linkage signal; high risk of false positive.,0.2,weak heuristic association only
R001,Tailor best practices by electronics category and component type,cross-lifecycle,425-449,A. DEFINING CATEGORIES AND COMPONENTS OF ELECTRONICS,24,Clean Industrial Deal,Commission communication,2025,"[24] (2025). European Union, The Clean Industrial Deal: A Joint Roadmap for Competitiveness and Decarbonisation. Accessed: Jan. 17, 2025. [Online]. Available: https://eur-lex.europa.eu/legalcontent/EN/TXT/?uri=CELEX%3A52025DC0085&qid= 1746438708611",-3.0,False,,7,,,,"Complementing this, the European Industrial Strategy and newly-launched Clean Industrial Deal aim to strengthen Europe’s industrial base while driving sustainability and innovation [23], [24].",True,Clean Industrial Deal,"A. DEFINING CATEGORIES AND COMPONENTS OF ELECTRONICS Recommendations that are appropriate for one category of electronics may be less applicable to another, as the intended application of an electronic device significantly influences its design process, material selection, and anticipated EoL considerations (e.g. a recycling EoL may be more realistic for certain electronics, see Table 4). To address this variability, subcategories of electronics are defined in alignment with the WEEE Directive (Table 4) [7]. These subcategories will serve as a framework for tailoring the guidance in this secti",Section-level recommendation on tailoring practices by electronics category/components (WEEE categories context).,very_low,Weak or generic linkage signal; high risk of false positive.,0.2,weak heuristic association only
R001,Tailor best practices by electronics category and component type,cross-lifecycle,425-449,A. DEFINING CATEGORIES AND COMPONENTS OF ELECTRONICS,25,EU Chips Act,Regulation,2023,"[25] (2023). European Union, Regulation (EU) 2023/1781 of the European Parliament and of the Council of 13 September 2023 Establishing a Framework of Measures for Strengthening Europe’s Semiconductor Ecosystem and Amending Regulation (EU) 2021/694 (Chips Act). Accessed: Feb. 4, 2025. [Online]. Available: http://data.europa.eu/eli/reg/2023/1781/oj/eng",-3.0,False,,7,,,,"Beyond the sustainability aspects, the electronic industry is called to find innovative solutions to achieve two important economic objectives, insourcing of electronic supply chains after decades of outsourcing to Asia [25], and reducing reliance on critical raw materials [26].",True,,"A. DEFINING CATEGORIES AND COMPONENTS OF ELECTRONICS Recommendations that are appropriate for one category of electronics may be less applicable to another, as the intended application of an electronic device significantly influences its design process, material selection, and anticipated EoL considerations (e.g. a recycling EoL may be more realistic for certain electronics, see Table 4). To address this variability, subcategories of electronics are defined in alignment with the WEEE Directive (Table 4) [7]. These subcategories will serve as a framework for tailoring the guidance in this secti",Section-level recommendation on tailoring practices by electronics category/components (WEEE categories context).,very_low,Weak or generic linkage signal; high risk of false positive.,0.2,weak heuristic association only
R002,"Use structured sustainability assessment tools and multi-metric evaluation (e.g., LCA/SSbD)",cross-lifecycle,450-485,B. TOOLS TO EVALUATE SUSTAINABILITY,34,SSbD Framework Recommendation,Commission recommendation,2022,"[34] (2022). European Union, Commission Recommendation (EU) 2022/2510 of 8 December 2022 Establishing a European Assessment Framework for ’Safe and Sustainable by Design’ Chemicals and Materials. Accessed: May 5, 2025. [Online]. Available: https://eur-lex.europa.eu/legalcontent/EN/TXT/?uri=CELEX%3A32022H2510&qid=1746439522087",26.0,True,SSbD,"34,45,57,58,59,60,61,62,63",assessment; ssbd; sustainability,evaluation; footprint; resource; ssbd,direct_ref_in_rec_unit; direct_alias_in_rec_text; theme_overlap; paper_doc_context_overlap; stage_prior,"Emerging standards like the EU Product Environmental Footprint (PEF) methodology or the SSbD framework aim to harmonize evaluations, but their implementation is still underway [34], [63].",True,SSbD,"B. TOOLS TO EVALUATE SUSTAINABILITY Building on the above definition and research conducted within green electronics-focused projects, the following best include semiconductors (and components further utilizing semiconductors such as sensors, integrated circuits, and discrete devices like diodes and transistors), displays, and power sources. Passive components include resistors, capacitors, inductors, structural components), and optical devices. Interconnectors, such as conductive inks, link these components to form a complete electronic system. Life cycle assessments (LCAs), particularly thos","Section-level recommendation on sustainability evaluation tools (LCA, SSbD, etc.).",high,Direct evidence in recommendation unit (explicit citation and/or explicit document alias mention).,1.0,direct reference [34] appears in recommendation unit; document alias mentioned in recommendation text (SSbD); theme overlap: assessment; ssbd; sustainability; paper context overlap: evaluation; footprint; resource; ssbd; lifecycle/policy prior match
